firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,fullName,slug,gameTime
Alex,Smith,QB,11,STARTED,2018,32013030-2d30-3032-3334-3336b638d37d,00-0023436,SMI031126,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Vernon,Davis,TE,85,STARTED,2018,32013030-2d30-3032-3432-3231bd4de2d9,00-0024221,DAV785142,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Adrian,Peterson,RB,26,STARTED,2018,32013030-2d30-3032-3533-3934ceb6c025,00-0025394,PET260705,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Nick,Sundberg,LS,57,PLAYER_SUBSTITUTE,2018,32013030-2d30-3032-3637-3134b4545845,00-0026714,SUN263361,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Evander,Hood,DL,90,PLAYER_SUBSTITUTE,2018,32013030-2d30-3032-3730-3038781f3a75,00-0027008,HOO071327,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Colt,McCoy,QB,12,ACTIVE_DID_NOT_PLAY,2018,32013030-2d30-3032-3736-38385988c69a,00-0027688,MCC603149,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Shawn,Lauvao,G,77,STARTED,2018,32013030-2d30-3032-3736-3934aec0beb1,00-0027694,LAU738293,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Trent,Williams,T,71,STARTED,2018,32013030-2d30-3032-3738-3537f52a204e,00-0027857,WIL547553,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Ryan,Kerrigan,LB,91,STARTED,2018,32013030-2d30-3032-3739-3534bcfdd687,00-0027954,KER630730,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Mason,Foster,LB,54,STARTED,2018,32013030-2d30-3032-3830-32328eb8782c,00-0028022,FOS493155,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Pernell,McPhee,LB,96,PLAYER_SUBSTITUTE,2018,32013030-2d30-3032-3831-303340e51c57,00-0028103,MCP426538,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Josh,Norman,CB,24,STARTED,2018,32013030-2d30-3032-3932-3835d06b9831,00-0029285,NOR291905,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Zach,Brown,LB,53,STARTED,2018,32013030-2d30-3032-3935-36364cfd1c64,00-0029566,BRO777933,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Brian,Quick,WR,83,PLAYER_SUBSTITUTE,2018,32013030-2d30-3032-3936-3430e30ea056,00-0029640,QUI043372,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Tony,Bergstrom,OL,66,PLAYER_SUBSTITUTE,2018,32013030-2d30-3032-3936-3939a448c5fa,00-0029699,BER172402,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
Ty,Nsekhe,T,79,PLAYER_SUBSTITUTE,2018,32013030-2d30-3032-3937-30392ebe2880,00-0029709,NSE355964,Washington Redskins,colts-at-redskins-2018-reg-2,2018-09-16T17:00:00.000Z
