firstName,lastName,position,jerseyNumber,status,seasonId,id,gsisId,esbId,gsisPlayer.person,fullName,slug,gameTime
Darren,Sproles,RB,43,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3335-3634a4a97bd6,00-0023564,SPR711296,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
DeSean,Jackson,WR,10,STARTED,2019,32013030-2d30-3032-3631-383993ac1996,00-0026189,JAC127681,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Orlando,Scandrick,CB,45D,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3632-3833658fbd50,00-0026283,SCA335249,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Malcolm,Jenkins,FS,27,STARTED,2019,32013030-2d30-3032-3639-39302fb5c38b,00-0026990,JEN372222,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Brandon,Graham,DE,55,STARTED,2019,32013030-2d30-3032-3738-36355d1674ee,00-0027865,GRA130064,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Andrew,Sendejo,S,42,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3739-3134a2365466,00-0027914,SEN095404,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Stefen,Wisniewski,G/C,61,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3739-3836917fbb13,00-0027986,WIS575406,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Jason,Kelce,C,62,STARTED,2019,32013030-2d30-3032-3831-323921ba2395,00-0028129,KEL008305,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Rodney,McLeod,S,23,STARTED,2019,32013030-2d30-3032-3838-39398c545840,00-0028899,MCL709174,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
L.J.,Fort,LB,58,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3839-33321717a543,00-0028932,FOR595356,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Alshon,Jeffery,WR,17,STARTED,2019,32013030-2d30-3032-3931-33376f5ae4ed,00-0029137,JEF498860,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Nigel,Bradham,LB,53,STARTED,2019,32013030-2d30-3032-3932-373263884bcf,00-0029272,BRA104685,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Vinny,Curry,DE,75,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3934-3132cdd2afbb,00-0029412,CUR528238,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Zach,Brown,LB,51,STARTED,2019,32013030-2d30-3032-3935-36364cfd1c64,00-0029566,BRO777933,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Malik,Jackson,DE,97,STARTED,2019,32013030-2d30-3032-3935-3638deee64dd,00-0029568,JAC373912,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Fletcher,Cox,DT,91,STARTED,2019,32013030-2d30-3032-3936-35338d6f3da5,00-0029653,COX200177,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Brandon,Brooks,G,79,STARTED,2019,32013030-2d30-3032-3936-37399e1d57a3,00-0029679,BRO118473,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Paul,Worrilow,LB,52,PLAYER_SUBSTITUTE,2019,32013030-2d30-3032-3937-393280996fad,00-0029792,WOR678863,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Zach,Ertz,TE,86,STARTED,2019,32013030-2d30-3033-3030-3631da16c503,00-0030061,ERT800920,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Charles,Johnson,WR,84,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3031-3133cb1a7faf,00-0030113,JOH105729,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Johnathan,Cyprien,S,41,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3035-333885612634,00-0030538,CYP563610,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Lane,Johnson,T,65,STARTED,2019,32013030-2d30-3033-3035-36317904d9e8,00-0030561,JOH399478,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Timmy,Jernigan,DT,93,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3131-3730a64ca334,00-0031170,JER465471,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Kasim,Edebali,DE,66,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3132-353561e1640f,00-0031255,EDE095835,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Richard,Rodgers,TE,82,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3133-38341d4845e9,00-0031384,ROD493098,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Nelson,Agholor,WR,13,STARTED,2019,32013030-2d30-3033-3135-3439d46a53e9,00-0031549,AGH474619,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Alex,Singleton,LB,49D,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3138-39381817acda,00-0031898,SIN350252,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Rick,Lovato,LS,45S,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3139-31317b793032,00-0031911,LOV004796,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Will,Tye,TE,85,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3230-3034aae7b736,00-0032004,TYE029662,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Eli,Harold,LB,59,PLAYER_SUBSTITUTE,2019,32013030-2d30-3033-3230-3630cf6b8895,00-0032060,HAR236127,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
Ronald,Darby,CB,21,STARTED,2019,32013030-2d30-3033-3231-3935e97b369f,00-0032195,DAR187187,,Philadelphia Eagles,eagles-at-jaguars-2019-pre-2,2019-08-15T23:00:00.000Z
